Term	Genes	P.value	Adjusted.P.value
receptor clustering (GO:0043113)	ITGB2	0.14679519047539408	0.21266033560516517
regulation of B cell activation (GO:0050864)	FCGR2B	0.14679519047539408	0.21266033560516517
regulation of calcineurin-NFAT signaling cascade (GO:0070884)	PLCG2	0.14679519047539408	0.21266033560516517
bile acid and bile salt transport (GO:0015721)	SLCO2B1	0.14679519047539408	0.21266033560516517
regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043516)	CD74	0.14679519047539408	0.21266033560516517
cellular response to interleukin-6 (GO:0071354)	CEBPA	0.14679519047539408	0.21266033560516517
regulation of plasma membrane bounded cell projection organization (GO:0120035)	FCGR2B	0.14679519047539408	0.21266033560516517
regulation of postsynapse organization (GO:0099175)	FCGR2B	0.14679519047539408	0.21266033560516517
regulation of reactive oxygen species biosynthetic process (GO:1903426)	PLCG2	0.14679519047539408	0.21266033560516517
positive regulation of fibroblast proliferation (GO:0048146)	CD74	0.14679519047539408	0.21266033560516517
response to interferon-beta (GO:0035456)	IRF1	0.14679519047539408	0.21266033560516517
RNA phosphodiester bond hydrolysis (GO:0090501)	RNASE4	0.14679519047539408	0.21266033560516517
keratan sulfate biosynthetic process (GO:0018146)	B4GALT1	0.14679519047539408	0.21266033560516517
ventricular septum morphogenesis (GO:0060412)	TGFBR2	0.14679519047539408	0.21266033560516517
negative regulation of mRNA catabolic process (GO:1902373)	SLC11A1	0.1516225488163737	0.21757656532278682
negative regulation of myeloid leukocyte differentiation (GO:0002762)	C1QC	0.1516225488163737	0.21757656532278682
establishment of endothelial barrier (GO:0061028)	ICAM1	0.1516225488163737	0.21757656532278682
regulation of T cell mediated cytotoxicity (GO:0001914)	PTPRC	0.1516225488163737	0.21757656532278682
response to cadmium ion (GO:0046686)	NCF1	0.1516225488163737	0.21757656532278682
lamellipodium organization (GO:0097581)	SNX1	0.1516225488163737	0.21757656532278682
positive regulation of viral genome replication (GO:0045070)	CCL5	0.1516225488163737	0.21757656532278682
MyD88-dependent toll-like receptor signaling pathway (GO:0002755)	CD14	0.1516225488163737	0.21757656532278682
protein transport (GO:0015031)	CD74;SNX1;RAMP2;UNC93B1	0.15639040476500352	0.22284436739882688
chondroitin sulfate metabolic process (GO:0030204)	HEXB	0.1564228347708119	0.22284436739882688
positive regulation of endopeptidase activity (GO:0010950)	VSIR	0.1564228347708119	0.22284436739882688
respiratory tube development (GO:0030323)	CEBPA	0.1564228347708119	0.22284436739882688
response to alcohol (GO:0097305)	TGFBR2	0.1564228347708119	0.22284436739882688
TRIF-dependent toll-like receptor signaling pathway (GO:0035666)	CD14	0.1564228347708119	0.22284436739882688
regulation of gene expression (GO:0010468)	CEBPA;CD74;RAMP2;PTPRC;SLC11A1;PLCG2;TMEM119;VSIR;HAVCR2	0.1565784558411856	0.22284436739882688
regulation of phosphorylation (GO:0042325)	CCL5;NCKAP1L	0.15735847387274893	0.22369225676992646
circulatory system development (GO:0072359)	RAMP2;TGFBR2	0.1593376994537365	0.2262337403097916
negative regulation of DNA binding (GO:0043392)	NFKBIA	0.1611961988204034	0.2262337403097916
negative regulation of interleukin-6 production (GO:0032715)	NCKAP1L	0.1611961988204034	0.2262337403097916
regulation of cellular senescence (GO:2000772)	B2M	0.1611961988204034	0.2262337403097916
negative regulation of peptidyl-tyrosine phosphorylation (GO:0050732)	PTPRC	0.1611961988204034	0.2262337403097916
negative regulation of response to DNA damage stimulus (GO:2001021)	CD74	0.1611961988204034	0.2262337403097916
regulation of macrophage derived foam cell differentiation (GO:0010743)	NFKBIA	0.1611961988204034	0.2262337403097916
embryonic skeletal system morphogenesis (GO:0048704)	TGFBR2	0.1611961988204034	0.2262337403097916
positive regulation of leukocyte cell-cell adhesion (GO:1903039)	ITGB2	0.1611961988204034	0.2262337403097916
positive regulation of mononuclear cell migration (GO:0071677)	CCL5	0.1611961988204034	0.2262337403097916
MyD88-independent toll-like receptor signaling pathway (GO:0002756)	CD14	0.1611961988204034	0.2262337403097916
activation of phospholipase C activity (GO:0007202)	CD86	0.1659427906060538	0.23076122313373346
B cell proliferation (GO:0042100)	PTPRC	0.1659427906060538	0.23076122313373346
endodermal cell differentiation (GO:0035987)	ITGB2	0.1659427906060538	0.23076122313373346
positive regulation of immune effector process (GO:0002699)	PTPRC	0.1659427906060538	0.23076122313373346
liver development (GO:0001889)	CEBPA	0.1659427906060538	0.23076122313373346
positive regulation of receptor signaling pathway via STAT (GO:1904894)	CCL5	0.1659427906060538	0.23076122313373346
metal ion export (GO:0070839)	SLC11A1	0.1659427906060538	0.23076122313373346
modulation by host of symbiont process (GO:0051851)	CCL5	0.1659427906060538	0.23076122313373346
regulation of cholesterol efflux (GO:0010874)	NFKBIA	0.1706627589546523	0.2359733364133803
positive regulation of cholesterol transport (GO:0032376)	NFKBIA	0.1706627589546523	0.2359733364133803
RNA stabilization (GO:0043489)	SLC11A1	0.1706627589546523	0.2359733364133803
positive regulation of receptor signaling pathway via JAK-STAT (GO:0046427)	CCL5	0.1706627589546523	0.2359733364133803
muscle cell development (GO:0055001)	RAMP2	0.1706627589546523	0.2359733364133803
transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)	NRROS;TGFBR2	0.1733172828328907	0.23937108231982854
cellular response to vascular endothelial growth factor stimulus (GO:0035924)	RAMP2	0.1753562518555918	0.24163733229590062
positive regulation of epidermal growth factor receptor signaling pathway (GO:0045742)	NCF1	0.1753562518555918	0.24163733229590062
positive regulation of cell differentiation (GO:0045597)	TMEM119;RIN2;TGFBR2	0.17934217870249977	0.24446132843421195
cellular calcium ion homeostasis (GO:0006874)	CCL8;CCL5	0.17936940410108024	0.24446132843421195
organic substance transport (GO:0071702)	RAMP2;SLCO2B1	0.17936940410108024	0.24446132843421195
acylglycerol catabolic process (GO:0046464)	PNPLA2	0.18002341649109183	0.24446132843421195
negative regulation of neurogenesis (GO:0050768)	B2M	0.18002341649109183	0.24446132843421195
negative regulation of T cell proliferation (GO:0042130)	CD86	0.18002341649109183	0.24446132843421195
cellular response to virus (GO:0098586)	CCL5	0.18002341649109183	0.24446132843421195
oxoacid metabolic process (GO:0043436)	TPST2	0.18002341649109183	0.24446132843421195
positive regulation of cell cycle G1/S phase transition (GO:1902808)	PLCG2	0.18002341649109183	0.24446132843421195
respiratory system development (GO:0060541)	CEBPA	0.18002341649109183	0.24446132843421195
positive regulation of lymphocyte activation (GO:0051251)	NCKAP1L	0.18002341649109183	0.24446132843421195
intracellular pH reduction (GO:0051452)	SLC11A1	0.18002341649109183	0.24446132843421195
lung development (GO:0030324)	CEBPA	0.18002341649109183	0.24446132843421195
cellular component assembly (GO:0022607)	CD74;FAS;NCKAP1L	0.18356840425265736	0.24744214201026554
aortic valve development (GO:0003176)	TNFRSF1B	0.1846643992267715	0.24744214201026554
regulation of cell cycle G1/S phase transition (GO:1902806)	PLCG2	0.1846643992267715	0.24744214201026554
negative regulation of toll-like receptor signaling pathway (GO:0034122)	CD14	0.1846643992267715	0.24744214201026554
endoderm formation (GO:0001706)	ITGB2	0.1846643992267715	0.24744214201026554
positive regulation of bone mineralization (GO:0030501)	TMEM119	0.1846643992267715	0.24744214201026554
positive regulation of cytokine-mediated signaling pathway (GO:0001961)	CD74	0.1846643992267715	0.24744214201026554
positive regulation of innate immune response (GO:0045089)	CCL5	0.1846643992267715	0.24744214201026554
retina homeostasis (GO:0001895)	B2M	0.1846643992267715	0.24744214201026554
positive regulation of myeloid leukocyte differentiation (GO:0002763)	CD74	0.1846643992267715	0.24744214201026554
transition metal ion transport (GO:0000041)	SLC11A1	0.1846643992267715	0.24744214201026554
positive regulation of T cell mediated immunity (GO:0002711)	B2M	0.1846643992267715	0.24744214201026554
neuron projection morphogenesis (GO:0048812)	NCKAP1L;SGK1	0.18748873679607275	0.25094964329705877
proton transmembrane transport (GO:1902600)	UCP2	0.18927934562097604	0.2514060454965699
regulation of actin cytoskeleton reorganization (GO:2000249)	HCK	0.18927934562097604	0.2514060454965699
regulation of erythrocyte differentiation (GO:0045646)	NCKAP1L	0.18927934562097604	0.2514060454965699
regulation of p38MAPK cascade (GO:1900744)	NCF1	0.18927934562097604	0.2514060454965699
positive regulation of calcium ion transport (GO:0051928)	CCL5	0.18927934562097604	0.2514060454965699
positive regulation of myeloid cell differentiation (GO:0045639)	NCKAP1L	0.18927934562097604	0.2514060454965699
positive regulation of signaling receptor activity (GO:2000273)	NCF1	0.18927934562097604	0.2514060454965699
positive regulation of cellular catabolic process (GO:0031331)	TNFRSF1B;PNPLA2	0.18952678412854382	0.251459580253609
negative regulation of DNA-binding transcription factor activity (GO:0043433)	NFKBIA;HAVCR2	0.19361203400820223	0.25582199806071326
nitrogen compound transport (GO:0071705)	RAMP2;SLC11A1	0.19361203400820223	0.25582199806071326
regulation of apoptotic signaling pathway (GO:2001233)	FAS	0.19386840050729504	0.25582199806071326
lymphocyte proliferation (GO:0046651)	PTPRC	0.19386840050729504	0.25582199806071326
ventricular septum development (GO:0003281)	TGFBR2	0.19386840050729504	0.25582199806071326
negative regulation of secretion by cell (GO:1903531)	TNFRSF1B	0.19843170777529265	0.2607100576181875
regulation of protein tyrosine kinase activity (GO:0061097)	PTPRC	0.19843170777529265	0.2607100576181875
regulation of receptor-mediated endocytosis (GO:0048259)	B2M	0.19843170777529265	0.2607100576181875
regulation of viral entry into host cell (GO:0046596)	CD74	0.19843170777529265	0.2607100576181875
inorganic cation transmembrane transport (GO:0098662)	KCNK6;SLC11A1;UCP2	0.20217891752424075	0.26466687915280934
bone development (GO:0060348)	PTPRC	0.20296941061883486	0.26466687915280934
organic hydroxy compound transport (GO:0015850)	SLCO2B1	0.20296941061883486	0.26466687915280934
positive regulation of cation channel activity (GO:2001259)	CTSS	0.20296941061883486	0.26466687915280934
positive regulation of ossification (GO:0045778)	TMEM119	0.20296941061883486	0.26466687915280934
stem cell differentiation (GO:0048863)	PTPRC	0.20296941061883486	0.26466687915280934
sulfur compound catabolic process (GO:0044273)	HEXB	0.20296941061883486	0.26466687915280934
positive regulation of intracellular protein transport (GO:0090316)	ITGAM;ITGB2	0.2038740261637798	0.2652765999601594
positive regulation of transferase activity (GO:0051347)	CD74;MERTK	0.2038740261637798	0.2652765999601594
positive regulation of hydrolase activity (GO:0051345)	CCL8;CCL5	0.2059340415752936	0.26767015682270495
acylglycerol metabolic process (GO:0006639)	PNPLA2	0.20748165145642206	0.26796034560435783
negative regulation of cell-cell adhesion (GO:0022408)	AKNA	0.20748165145642206	0.26796034560435783
positive regulation of biomineral tissue development (GO:0070169)	TMEM119	0.20748165145642206	0.26796034560435783
positive regulation of cation transmembrane transport (GO:1904064)	CTSS	0.20748165145642206	0.26796034560435783
response to growth factor (GO:0070848)	TGFBR2	0.20748165145642206	0.26796034560435783
positive regulation of TOR signaling (GO:0032008)	NCKAP1L	0.20748165145642206	0.26796034560435783
brain development (GO:0007420)	PCDH18;TGFBR2	0.20799637928582237	0.26833964341444033
regulation of nervous system development (GO:0051960)	TNFRSF1B	0.21196857185865262	0.27259517609788586
positive regulation of epithelial to mesenchymal transition (GO:0010718)	TGFBR2	0.21196857185865262	0.27259517609788586
positive regulation of protein tyrosine kinase activity (GO:0061098)	NCF1	0.21196857185865262	0.27259517609788586
anion transport (GO:0006820)	SLCO2B1	0.21643031266006105	0.2757045116152299
regulation of cell-cell adhesion (GO:0022407)	FERMT3	0.21643031266006105	0.2757045116152299
regulation of cytokine production involved in inflammatory response (GO:1900015)	PLD4	0.21643031266006105	0.2757045116152299
negative regulation of type I interferon production (GO:0032480)	HAVCR2	0.21643031266006105	0.2757045116152299
glutathione metabolic process (GO:0006749)	HPGDS	0.21643031266006105	0.2757045116152299
heart looping (GO:0001947)	TGFBR2	0.21643031266006105	0.2757045116152299
positive regulation of leukocyte mediated cytotoxicity (GO:0001912)	ITGAM	0.21643031266006105	0.2757045116152299
positive regulation of phospholipase C activity (GO:0010863)	CD86	0.21643031266006105	0.2757045116152299
natural killer cell activation (GO:0030101)	PTPRC	0.21643031266006105	0.2757045116152299
positive regulation of programmed cell death (GO:0043068)	GNA13;SYK;FAS	0.21973663673293262	0.27901410497086077
peptidyl-serine phosphorylation (GO:0018105)	SGK1;TGFBR2	0.22041414494525816	0.27901410497086077
branching morphogenesis of an epithelial tube (GO:0048754)	TGFBR2	0.2208670139019746	0.27901410497086077
cardiac ventricle morphogenesis (GO:0003208)	TGFBR2	0.2208670139019746	0.27901410497086077
positive regulation of cell-matrix adhesion (GO:0001954)	RIN2	0.2208670139019746	0.27901410497086077
positive regulation of osteoblast differentiation (GO:0045669)	TMEM119	0.2208670139019746	0.27901410497086077
positive regulation of receptor-mediated endocytosis (GO:0048260)	B2M	0.2208670139019746	0.27901410497086077
mRNA stabilization (GO:0048255)	SLC11A1	0.2208670139019746	0.27901410497086077
cellular protein modification process (GO:0006464)	HCK;PTPRC;SYK;GMFG;SGK1;MERTK;TGFBR2;PNPLA2	0.2230416121154357	0.2814683130022234
T cell receptor signaling pathway (GO:0050852)	PTPRC;PLCG2	0.22456796273954596	0.28282159381254085
positive regulation of transcription, DNA-templated (GO:0045893)	CD86;NFKBIA;CEBPA;CD74;AKNA;NCF1;SLC11A1;IRF1;IRF8	0.22517366926754806	0.28282159381254085
positive regulation of Notch signaling pathway (GO:0045747)	TSPAN14	0.22527881484079657	0.28282159381254085
zymogen activation (GO:0031638)	VSIR	0.22527881484079657	0.28282159381254085
protein deacetylation (GO:0006476)	MIER3	0.22527881484079657	0.28282159381254085
regulation of fibroblast proliferation (GO:0048145)	CD74	0.22966585404452466	0.28743747093819894
positive regulation of smooth muscle cell proliferation (GO:0048661)	CCL5	0.22966585404452466	0.28743747093819894
vesicle organization (GO:0016050)	SRGN	0.22966585404452466	0.28743747093819894
positive regulation of protein kinase B signaling (GO:0051897)	CD86;PIK3AP1	0.23081000976743413	0.288571938061447
regulation of DNA binding (GO:0051101)	NFKBIA	0.23402826916338243	0.2905013484298019
determination of heart left/right asymmetry (GO:0061371)	TGFBR2	0.23402826916338243	0.2905013484298019
embryonic heart tube morphogenesis (GO:0003143)	TGFBR2	0.23402826916338243	0.2905013484298019
